instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,mixed_type_col
11363,2012-04-23,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112,510
11364,2012-04-23,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103,
11365,2012-04-23,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232,646
11366,2012-04-23,2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,10,369,379,548
11367,2012-04-23,2,1,4,19,0,1,1,2,0.34,0.3182,0.76,0.2239,11,287,298,417
11368,2012-04-23,2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642,17,186,203,833
11369,2012-04-23,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239,7,145,152,208
11370,2012-04-23,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.194,18,71,89,42
11371,2012-04-23,2,1,4,23,0,1,1,1,0.32,0.3182,0.76,0.1642,10,49,59,16
11372,2012-04-24,2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13,40
11373,2012-04-24,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,77,212
11374,2012-04-24,2,1,4,2,0,2,1,1,0.32,0.3182,0.81,0.194,0,3,3,937
11375,2012-04-24,2,1,4,3,0,2,1,1,0.32,0.303,0.81,0.2239,0,2,2,518
11376,2012-04-24,2,1,4,4,0,2,1,1,0.3,0.2879,0.7,0.194,0,3,3,868
11377,2012-04-24,2,1,4,5,0,1,1,1,0.3,0.2879,0.7,0.194,0,22,22,323
11378,2012-04-24,2,1,4,6,0,2,1,1,0.3,0.2879,0.7,0.2239,3,117,120,
11379,2012-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,3,387,390,
11380,2012-04-24,2,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,12,599,611,
11381,2012-04-24,2,1,4,9,0,2,1,1,0.4,0.4091,0.47,0.3582,6,302,308,912
11382,2012-04-24,2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,33,129,162,615
11383,2012-04-24,2,1,4,11,0,2,1,1,0.46,0.4545,0.31,0.3881,27,157,184,936
11384,2012-04-24,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,36,188,224,191
,2012-04-24,2,1,4,13,0,2,1,1,0.5,0.4848,0.29,0.3881,35,189,224,443
11386,2012-04-24,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,50,166,216,887
11387,2012-04-24,2,1,4,15,0,2,1,1,0.5,0.4848,0.23,0.4179,60,176,236,710
11388,2012-04-24,2,1,4,16,0,2,1,1,0.5,0.4848,0.23,0.194,54,308,362,754
11389,2012-04-24,2,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,72,619,691,310
11390,2012-04-24,2,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,52,580,632,
11391,2012-04-24,2,1,4,19,0,2,1,1,0.5,0.4848,0.18,0.2537,33,449,482,706
11392,2012-04-24,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,16,269,285,503
11393,2012-04-24,2,1,4,21,0,2,1,2,0.46,0.4545,0.28,0.1642,13,213,226,
11394,2012-04-24,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,377
11395,2012-04-24,2,1,4,23,0,2,1,1,0.42,0.4242,0.38,0.0896,4,69,73,
11396,2012-04-25,2,1,4,0,0,3,1,1,0.44,0.4394,0.38,0.0,13,23,36,
11397,2012-04-25,2,1,4,1,0,3,1,1,0.42,0.4242,0.41,0.0,8,17,25,814
11398,,2,1,4,2,0,3,1,1,0.36,0.3788,0.62,0.0,1,6,7,608
11399,2012-04-25,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3,295
,2012-04-25,2,1,4,4,0,3,1,1,0.34,0.3485,0.66,0.0896,0,6,6,479
11401,2012-04-25,2,1,4,5,0,3,1,1,0.34,0.3636,0.66,0.0,0,24,24,556
11402,2012-04-25,2,1,4,6,0,3,1,1,0.34,0.3636,0.66,0.0,3,103,106,
11403,2012-04-25,2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389,441
11404,2012-04-25,2,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,20,634,654,3
11405,2012-04-25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0.0,33,288,321,519
11406,2012-04-25,2,1,4,10,0,3,1,1,0.52,0.5,0.34,0.0,44,138,182,339
11407,2012-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219,
11408,2012-04-25,2,1,4,12,0,3,1,1,0.54,0.5152,0.28,0.2836,49,220,269,244
11409,2012-04-25,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228,803
11410,2012-04-25,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223,383
11411,2012-04-25,2,1,4,15,0,3,1,1,0.58,0.5455,0.19,0.1642,47,182,229,
11412,2012-04-25,2,1,4,16,0,3,1,1,0.6,302.5909,0.2,0.3284,49,327,376,
11413,2012-04-25,2,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,68,664,732,135
11414,2012-04-25,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709,957
11415,2012-04-25,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.194,42,501,543,247
11416,2012-04-25,2,1,4,20,0,3,1,1,0.56,0.5303,0.22,0.0896,22,358,380,871
11417,2012-04-25,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343,27,212,239,
11418,2012-04-25,2,1,4,22,0,3,1,1,297.5,0.4848,0.51,0.0,22,170,192,725
11419,2012-04-25,2,1,4,23,0,3,1,2,0.5,0.4848,0.51,0.0896,10,94,104,
11420,2012-04-26,2,1,4,0,0,4,1,2,0.48,0.4697,0.63,0.0,1,42,43,
11421,2012-04-26,2,1,4,1,0,4,1,2,0.48,0.4697,0.48,0.0896,1,22,23,
11422,2012-04-26,2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045,3,10,13,480
11423,2012-04-26,2,1,4,3,0,4,1,2,0.48,0.4697,0.55,0.0896,1,5,6,
11424,2012-04-26,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,1,,3,
11425,2012-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343,0,17,17,
11426,2012-04-26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537,5,122,127,613
11427,2012-04-26,2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582,3,222,225,651
11428,2012-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.194,4,358,362,
11429,2012-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,12,189,201,
11430,2012-04-26,2,1,4,,0,4,1,2,0.46,0.4545,0.94,0.1642,14,125,139,185
11431,2012-04-26,2,1,4,11,0,4,1,2,0.46,0.4545,0.94,0.2239,16,,151,75
11432,2012-04-26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343,24,180,204,515
11433,2012-04-26,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,19,178,197,195
11434,2012-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.194,37,132,169,
11435,2012-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284,39,165,204,670
11436,2012-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318,
11437,2012-04-26,2,1,4,17,0,4,1,1,0.54,0.5152,0.77,0.1642,49,565,614,305
11438,2012-04-26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.194,75,589,1008,
11439,2012-04-26,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239,57,407,464,402
11440,2012-04-26,2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.194,23,314,337,245
11441,2012-04-26,2,1,4,958,0,4,1,1,0.52,0.5,0.83,0.2239,28,222,250,
11442,2012-04-26,2,1,4,22,0,4,1,1,0.52,0.5,0.83,0.1642,20,163,183,649
11443,2012-04-26,2,1,4,23,0,4,1,1,0.5,0.4848,0.88,0.1642,6,106,112,427
11444,2012-04-27,2,1,4,0,0,5,1,,0.54,0.5152,0.68,0.5522,12,61,73,93
11445,2012-04-27,2,1,4,1,0,5,1,1,0.5,0.4848,0.59,0.4478,3,32,35,
11446,2012-04-27,2,1,4,2,0,5,1,1,0.48,,0.59,0.4179,4,18,22,880
11447,2012-04-27,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,1,2,3,
11448,2012-04-27,2,1,4,4,0,5,1,1,0.42,0.4242,0.44,0.2537,0,6,6,179
11449,2012-04-27,2,1,4,5,0,5,1,1,0.42,,0.44,0.3582,0,19,19,
11450,2012-04-27,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120,162
11451,2012-04-27,2,1,4,7,0,5,1,1,0.38,0.3939,0.5,0.2836,10,305,315,490
11452,2012-04-27,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,17,575,592,895
11453,2012-04-27,2,1,4,9,0,5,1,1,0.42,0.4242,0.44,0.4925,42,292,334,707
11454,2012-04-27,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.4179,64,172,236,739
11455,,2,1,4,11,0,5,1,1,0.44,0.4394,0.38,0.3284,47,186,233,19
11456,2012-04-27,2,1,4,12,0,5,1,1,0.46,0.4545,0.36,0.3582,63,244,307,943
11457,2012-04-27,2,1,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,94,,306,
11458,2012-04-27,2,1,4,14,0,5,1,1,0.46,0.4545,0.33,0.3284,94,206,300,
11459,2012-04-27,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925,101,223,324,
11460,2012-04-27,2,1,4,283,0,5,1,1,0.52,0.5,0.29,0.2537,105,335,440,395
11461,2012-04-27,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,89,613,702,
11462,2012-04-27,2,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,94,560,654,915
11463,2012-04-27,2,1,4,19,0,5,1,1,0.5,0.4848,0.27,0.3881,62,379,441,959
11464,2012-04-27,2,1,4,20,0,5,1,67,,0.4545,0.31,0.2836,49,240,289,308
11465,2012-04-27,2,1,4,21,0,5,1,1,13.64,0.4394,0.33,0.2985,23,185,208,
11466,2012-04-27,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,24,134,158,352
11467,2012-04-27,2,1,4,23,0,5,1,1,0.4,0.4091,0.4,0.2537,11,105,116,659
12077,2012-04-28,2,1,4,0,0,6,0,1,0.38,0.3939,0.43,0.1642,4,99,103,856
11469,2012-04-28,2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,7,60,67,97
11470,2012-04-28,2,1,4,2,0,6,0,1,0.36,0.3485,0.43,0.1642,8,49,57,298
11471,2012-04-28,2,1,4,3,0,6,0,1,0.34,0.3182,34.3,0.2239,3,23,26,
11472,2012-04-28,2,1,4,4,0,6,0,1,0.34,0.3333,0.49,0.1642,0,2,2,864
11473,2012-04-28,2,1,4,5,,6,0,1,0.34,0.3333,0.46,0.1343,2,3,5,
11474,2012-04-28,2,1,4,6,0,6,0,1,0.34,0.3333,0.49,0.194,10,18,28,101
11475,2012-04-28,2,1,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,914,45,55,135
11476,2012-04-28,2,1,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343,24,134,158,994
11477,2012-04-28,2,1,4,9,0,6,0,2,0.38,0.3939,0.37,0.0,2205,169,214,
11478,2012-04-28,2,1,4,,0,6,0,2,0.38,0.3939,0.4,0.1642,60,231,291,
11479,2012-04-28,2,1,4,11,0,6,0,2,0.38,0.3939,0.4,0.1045,96,262,358,10
11480,2012-04-28,2,1,4,12,0,6,0,2,0.38,0.3939,0.43,0.0,105,276,381,986
11481,,2,1,4,13,0,,0,2,0.4,0.4091,0.37,0.0,120,269,389,491
11482,2012-04-28,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,2646,293,440,
11483,2012-04-28,2,1,4,15,0,6,0,1,0.42,0.4242,0.41,0.2239,148,260,408,484
11484,2012-04-28,2,1,4,16,0,6,0,2,0.44,0.4394,0.38,0.194,132,244,376,816
11485,2012-04-28,2,1,4,17,0,6,0,2,0.42,0.4242,0.41,0.1343,98,224,558,405
,2012-04-28,2,1,4,18,0,6,0,112,0.4,0.4091,0.47,0.0,17,73,90,520
941934,2012-04-28,2,1,4,19,0,6,0,3,0.36,0.3485,0.71,0.1343,29,110,139,555
11488,2012-04-28,2,1,4,20,0,6,0,2,0.38,0.3939,0.66,0.0,21,81,102,561
11489,2012-04-28,2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.194,12,72,84,318
11490,2012-04-28,2,1,4,22,0,6,0,2,0.36,0.3485,,0.1343,17,66,83,730
11491,2012-04-28,2,1,4,23,0,6,0,2,0.38,0.3939,0.76,0.0896,5,37,42,633
11492,2012-04-29,2,1,4,0,0,0,0,3,0.36,0.3485,0.81,0.1343,0,36,36,695
11493,2012-04-29,2,1,4,1,0,0,0,2,0.36,0.3485,0.81,0.1343,5,37,42,
11494,2012-04-29,2,1,4,2,0,0,0,2,0.36,0.3636,0.87,0.1045,4,36,40,
11495,2012-04-29,2,1,4,3,0,0,0,2,0.36,0.3485,0.87,0.194,2,14,16,
11496,2012-04-29,2,1,4,4,676,0,0,2,0.36,0.3485,0.87,0.1343,0,4,4,
11497,2012-04-29,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0.0,0,6,6,909
11498,2012-04-29,2,1,4,6,0,0,0,1,0.34,0.3333,0.87,0.1343,1,6,7,613
11499,2012-04-29,2,1,4,7,0,0,0,2,0.34,0.3333,0.87,0.1343,7,20,27,277
11500,2012-04-29,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,26,81,107,934
11501,2012-04-29,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,52,133,185,
11502,2012-04-29,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896,127,253,380,877
11503,2012-04-29,2,1,4,11,0,6,0,1,0.46,0.4545,0.51,0.0,128,283,411,
11504,2012-04-29,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,223,361,584,430
11505,2012-04-29,2,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,226,369,595,531
11506,2012-04-29,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,281,8184,653,572
11507,2012-04-29,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,279,324,603,43
11508,2012-04-29,2,1,4,16,0,0,0,1,0.6,0.6061,0.28,0.194,397,347,587,
,2012-04-29,2,1,4,17,0,0,0,1,0.62,0.6061,0.27,0.2985,188,334,522,636
11510,2012-04-29,2,1,4,18,0,0,0,1,0.6,0.6061,0.26,0.2836,164,323,487,652
11511,2012-04-29,2,1,4,19,0,0,0,1,0.56,0.5303,0.35,0.1343,128,247,375,735
11512,2012-04-29,2,1,4,20,0,0,0,1,0.56,0.5303,0.32,0.0896,45,198,243,670
11513,2012-04-29,2,1,4,21,0,0,0,1,0.52,0.5,0.48,0.1343,65,139,204,
11514,2012-04-29,2,1,4,22,0,0,0,1,0.5,0.4848,0.45,0.0,23,85,108,86
11515,2012-04-29,2,1,4,23,0,0,0,1,0.48,0.4697,0.59,0.0,15,67,82,
11516,2012-04-30,2,1,4,0,0,1,1,1,0.44,0.4394,0.72,0.1045,12,36,48,697
11517,2012-04-30,2,1,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,9,15,24,
11518,2012-04-30,2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343,3,5,8,419
11519,2012-04-30,2,1,4,3,0,1,1,1,0.4,0.4091,0.76,0.1642,0,4,4,710
11520,2012-04-30,2,1,4,4,0,1,1,1,0.38,0.3939,0.62,0.2537,0,,2,296
11521,2012-04-30,2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,1,19,20,477
11522,2012-04-30,2,1,4,6,0,1,1,1,0.4,0.4091,0.47,0.194,2,121,123,425
11523,2012-04-30,2,1,4,7,0,1,1,1,0.4,0.4091,0.5,0.194,6,343,349,
11524,2012-04-30,2,1,4,8,0,1,1,1,0.4,0.4091,0.43,0.194,17,579,596,10
11525,2012-04-30,2,1,4,9,0,1,1,2,0.4,0.4091,0.43,0.194,29,239,268,4
11526,2012-04-30,2,1,4,10,0,1,1,2,0.42,0.4242,0.41,0.1642,41,116,157,
11527,2012-04-30,2,1,4,11,0,1,1,2,0.44,0.4394,0.44,0.1045,52,111,163,651
11528,2012-04-30,2,1,4,12,0,1,1,2,0.44,0.4394,0.47,0.1343,45,180,225,
11529,2012-04-30,2,1,4,13,0,1,1,2,0.48,0.4697,0.51,0.0896,48,199,247,873
11530,2012-04-30,2,1,4,14,0,1,1,2,0.5,0.4848,0.55,0.1343,56,162,218,528
11531,2012-04-30,2,1,4,15,0,1,1,2,0.52,0.5,0.55,0.1045,55,176,,737
11532,2012-04-30,2,1,4,16,0,1,1,1,0.56,0.5303,0.6,0.194,44,303,347,267
11533,2012-04-30,2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,66,617,683,
11534,2012-04-30,2,1,4,18,0,1,1,2,0.56,0.5303,0.6,0.2239,53,611,664,152
11535,2012-04-30,2,1,4,19,0,1,1,,0.54,0.5152,0.64,0.2537,51,420,471,358
11536,2012-04-30,2,1,4,20,0,1,1,2,0.52,0.5,0.59,0.194,28,281,309,789
11537,2012-04-30,2,1,4,21,0,1,1,2,0.52,0.5,0.59,0.194,26,195,221,990
11538,2012-04-30,2,1,4,,0,1,1,2,0.52,0.5,0.55,0.1642,11,123,134,620
11539,2012-04-30,2,1,4,23,0,1,1,2,0.52,0.5,0.55,0.2239,10,50,,193
11540,2012-05-01,2,1,5,0,0,2,1,2,0.5,0.4848,0.59,0.194,7,28,35,650
11541,2012-05-01,2,1,5,1,0,2,1,2,0.5,0.4848,0.63,0.1343,0,21,21,
11542,2012-05-01,2,1,5,2,0,2,1,2,0.5,0.4848,0.72,0.0896,1,7,8,
11543,2012-05-01,2,1,5,3,0,2,1,2,0.5,0.4848,0.77,0.0,1,2,3,527
11544,2012-05-01,2,1,5,4,0,2,1,2,0.52,0.5,0.72,0.0896,1,7,8,197
11545,2012-05-01,2,1,5,5,0,2,1,2,0.52,0.5,0.72,0.0896,0,17,17,672
11546,2012-05-01,2,1,5,6,0,2,1,3,0.52,0.5,0.77,0.1045,2,24,26,663
11547,2012-05-01,2,1,5,7,0,2,1,2,0.5,0.4848,0.94,0.2537,8,161,169,849
11548,2012-05-01,2,1,5,8,0,2,1,2,0.52,0.5,0.94,0.2836,19,538,557,
11549,2012-05-01,2,1,5,9,0,2,1,2,0.54,0.5152,0.88,0.194,18,331,349,567
11550,2012-05-01,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.2537,30,144,174,
11551,2012-05-01,2,1,5,11,0,2,1,2,0.66,0.6212,0.65,0.2836,50,179,229,
11552,2012-05-01,2,1,5,,0,2,1,2,0.7,0.6515,0.58,0.2239,41,228,269,323
11553,2012-05-01,2,1,5,13,0,2,1,2,0.72,0.6667,0.51,0.2239,41,540,249,428
11554,2012-05-01,2,1,5,14,0,2,1,2,0.74,0.6667,0.48,0.2537,37,167,204,435
11555,2012-05-01,2,1,5,15,0,2,1,2,0.74,0.6667,0.45,0.2239,48,186,234,175
11556,2012-05-01,2,1,5,16,0,2,1,1,0.74,0.6667,,0.194,41,313,354,
11557,2012-05-01,2,1,5,17,0,2,1,1,0.74,0.6667,0.48,0.0896,65,616,1585,168
11558,2012-05-01,2,1,5,18,0,2,1,1,0.7,0.6515,0.54,0.1343,81,662,743,
11559,2012-05-01,2,1,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,58,429,487,751
11560,2012-05-01,2,1,5,20,0,2,1,1,0.66,0.6212,0.61,0.1642,36,299,335,
11561,2012-05-01,2,1,5,21,0,2,1,1,0.64,0.6061,0.65,0.1343,31,251,282,
11562,2012-05-01,2,1,5,22,0,2,1,68,0.64,0.6061,,0.0,21,190,211,312
11563,2012-05-01,2,1,5,23,0,2,1,1,0.6,0.5758,0.78,0.0,16,79,95,158
11564,2012-05-02,2,1,5,0,0,3,1,1,0.6,0.5758,0.78,0.1045,4,43,47,965
11565,2012-05-02,2,1,5,1,0,3,1,1,0.56,0.5303,0.83,0.0,8,7,15,921
11566,2012-05-02,2,1,5,2,0,3,1,1,0.56,0.5303,,0.0,7,9,16,929
11567,2012-05-02,2,1,5,3,0,3,1,1,0.56,0.5303,0.83,0.0896,0,6,6,430
11568,2012-05-02,2,1,5,4,0,3,1,1,0.54,0.5152,0.88,0.0,2,2,4,91
11569,2012-05-02,2,1,5,5,0,3,1,1,721.54,22.6688,0.9,0.1343,2,31,,617
11570,2012-05-02,2,1,5,6,0,3,1,3,0.56,0.5303,0.84,0.0,3,117,120,953
11571,2012-05-02,2,1,5,7,0,3,1,2,0.54,0.5152,0.88,0.194,14,344,358,
11572,2012-05-02,2,1,5,8,0,2,1,2,0.56,0.5303,0.88,0.0,26,640,666,60
11573,2012-05-02,2,1,5,9,0,3,1,2,0.56,,0.88,0.0,26,289,315,9
11574,2012-05-02,2,1,5,10,0,3,1,2,0.58,0.5455,0.83,0.1045,,147,175,381
11575,2012-05-02,2,1,5,11,0,3,1,2,0.58,0.5455,0.81,0.1343,39,145,184,
11576,2012-05-02,2,1,5,12,0,3,1,2,0.58,0.5455,0.83,0.2239,35,210,245,852
11577,2012-05-02,2,1,5,13,0,3,1,2,0.58,0.5455,0.78,0.194,49,4296,228,225
11578,2012-05-02,2,1,5,14,0,3,1,1,0.62,0.6061,0.69,0.0896,51,189,240,692
11579,2012-05-02,2,1,5,15,0,3,1,1,0.64,0.6061,0.65,0.194,52,204,256,
11580,2012-05-02,2,1,5,16,0,3,1,1,0.64,0.6061,0.65,0.1642,54,313,367,
11581,2012-05-02,2,1,5,17,0,3,1,1,57.599999999999994,0.5909,0.73,0.2537,70,659,729,
11582,2012-05-02,2,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239,43,770,813,291
11583,2012-05-02,2,1,5,19,0,3,1,1,0.54,40.1856,0.77,0.2537,43,461,504,726
11584,2012-05-02,2,1,5,,0,3,1,1,0.52,0.5,0.77,0.2537,42,296,338,583
11585,2012-05-02,2,1,5,21,0,3,1,1,0.52,0.5,0.77,,21,218,6692,298
11586,2012-05-02,2,1,5,22,0,3,1,1,0.5,0.4848,0.82,0.2239,27,146,173,
11587,2012-05-02,2,1,5,23,0,3,1,2,0.5,0.4848,0.77,0.2537,21,77,98,623
11588,2012-05-03,2,1,5,0,0,4,1,2,0.48,0.4697,0.82,0.2239,15,75,90,625
11589,2012-05-03,2,1,5,1,0,4,1,2,0.46,0.4545,0.88,0.1045,9,15,24,337
11590,2012-05-03,2,1,5,2,0,4,1,2,0.46,0.4545,0.88,0.1343,4,13,17,
11591,2012-05-03,2,1,5,3,0,4,1,2,0.46,0.4545,0.88,0.0,2,4,6,
11592,2012-05-03,2,1,5,4,0,4,1,2,0.46,0.4545,0.88,0.2537,0,2,2,367
11593,2012-05-03,2,1,5,5,340,4,1,2,0.46,0.4545,0.88,0.2537,1,349,21,766
11594,2012-05-03,2,1,5,6,0,4,1,2,0.46,0.4545,0.88,0.1642,8,128,136,
11595,2012-05-03,2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,8,376,,593
11596,2012-05-03,2,1,5,8,0,4,1,3,0.46,0.4545,0.88,0.194,19,608,627,474
11597,2012-05-03,2,1,5,9,0,4,1,2,0.48,0.4697,0.88,0.1045,25,279,304,60
11598,2012-05-03,2,1,5,10,0,4,1,2,0.52,0.5,0.77,0.0,36,132,168,675
11599,2012-05-03,2,1,5,11,0,4,1,1,0.54,0.5152,0.77,0.0,34,167,201,
11600,2012-05-03,2,1,5,12,0,4,1,1,0.56,0.5303,0.73,0.1343,64,237,301,
11601,2012-05-03,2,1,5,13,0,4,1,1,0.6,0.5909,0.69,0.194,48,217,265,786
11602,2012-05-03,2,1,5,14,0,4,1,1,0.64,0.6061,0.65,0.194,33,171,204,34
11603,2012-05-03,2,1,5,15,0,4,1,1,0.66,0.6212,0.61,0.194,817,220,283,218
11604,,2,1,5,16,0,4,1,1,0.68,0.6364,0.57,0.1642,45,325,370,798
11605,2012-05-03,2,1,5,17,0,4,1,1,0.72,0.6667,0.54,0.1343,87,617,704,731
11606,2012-05-03,2,1,5,18,0,4,1,1,108.72,0.6667,0.58,0.1343,64,642,706,
11607,2012-05-03,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.194,55,467,522,926
11608,2012-05-03,2,1,5,20,0,4,1,1,0.64,0.6061,0.73,0.194,52,368,420,187
11609,2012-05-03,2,1,5,21,0,4,1,1,0.62,0.5909,0.78,0.1343,42,257,299,45
11610,2012-05-03,2,1,5,22,0,4,1,1,0.62,0.5909,0.78,0.0,29,217,246,35
11611,2012-05-03,2,1,5,23,0,4,1,1,0.6,0.5606,0.83,0.0,21,100,121,978
11612,2012-05-04,2,1,5,0,0,5,1,1,0.6,0.5758,0.78,0.3284,19,70,89,168
11613,2012-05-04,2,1,5,1,0,5,1,1,0.6,0.5758,0.78,0.1045,15,33,48,862
11614,2012-05-04,2,1,5,2,0,5,1,1,0.58,0.5455,0.83,0.1343,0,11,11,515
11615,2012-05-04,2,1,5,3,0,5,1,1,0.56,0.5303,0.88,0.2239,0,14,14,46
11616,2012-05-04,2,1,5,4,0,5,1,1,0.56,0.5303,0.88,336.194,0,4,4,589
11617,2012-05-04,2,1,5,5,0,5,1,1,0.56,0.5303,0.88,0.194,0,24,24,618
11618,2012-05-04,2,1,5,6,0,5,1,1,0.54,0.5152,0.94,0.1045,8,127,135,880
11619,2012-05-04,2,1,5,7,0,5,1,1,0.56,0.5303,0.88,0.0,9,347,356,
11620,2012-05-04,2,1,5,8,0,5,1,1,0.56,0.5303,0.88,0.0,34,,618,232
11621,2012-05-04,2,1,5,9,0,5,1,1,0.6,0.5758,0.78,0.0,32,262,294,949
11622,2012-05-04,2,1,5,10,0,5,1,2,0.62,0.5909,0.73,0.1343,45,154,199,811
11623,2012-05-04,2,1,5,11,0,5,1,2,0.7,0.6515,0.61,0.0,77,181,258,329
11624,2012-05-04,2,1,5,12,0,5,1,3,0.62,0.5909,0.78,0.3582,46,125,171,547
11625,2012-05-04,2,1,5,13,0,5,1,2,0.64,0.6061,0.73,0.0,71,207,278,
11626,2012-05-04,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836,83,159,242,560
11627,2012-05-04,2,1,5,15,0,5,1,2,0.72,0.6818,0.62,0.1045,103,240,343,420
11628,2012-05-04,2,1,5,16,0,5,1,1,0.76,0.6818,0.48,6.2396,82,358,440,482
11629,2012-05-04,2,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627,96,547,643,567
11630,2012-05-04,2,1,5,18,0,5,1,,61.599999999999994,0.6515,0.54,0.4627,77,564,641,935
11631,2012-05-04,2,1,5,19,0,5,1,1,0.7,0.6515,0.51,0.1343,64,388,452,872
11632,2012-05-04,2,1,5,20,0,5,1,1,0.68,0.6364,0.51,0.1045,58,255,313,200
11633,2012-05-04,2,1,5,21,0,5,1,1,0.64,0.6061,0.69,0.194,49,186,235,
11634,2012-05-04,2,1,5,22,0,5,1,1,0.6,,0.83,0.1343,50,182,232,
